timestamp,universe_id,model_version,w1_energy,w2_drought,w3_rebellion,w4_policy,w5_social,despair_rate,rebellion_sentence_weight,natural_death_rate_quarterly,threshold,intervention_type,intervention_quarter,intervention_threshold,intervention_coverage,intervention_applied,n_promoted,mean_despair_pre,mean_despair_post,drought_enabled,n_voyages_sampled,n_agents,total_gdp,peak_mutiny,collapse_quarter,final_mortality
1786434325725,4094,v1,0.0671,0.8466,0.1052,1.0078,0.6453,0.032,0.1437,0.002457,0.637,1,7,87.08,0.31,1,2314,6.0,3.747,0,30,6237,243422.8,58.07,14,9.06
1786434327762,4095,v1,0.0367,0.847,0.3218,2.1729,0.2246,0.032,0.2091,0.001673,0.676,0,12,98.42,0.995,1,0,11.0,11.0,0,30,6202,205905.8,90.84,16,6.88
1786434329638,4096,v1,0.0138,0.7573,0.1853,1.2706,0.1534,0.032,0.0926,0.002557,0.6,1,16,90.1,0.446,1,0,14.259,14.259,0,30,6121,163750.4,87.13,14,10.01
1786434331861,4097,v1,0.0524,0.2085,0.3441,1.1973,0.555,0.032,0.2446,0.002628,0.641,0,31,54.02,0.454,1,0,16.981,16.981,0,30,6845,189266.0,92.09,14,10.18
1786434318534,4098,v1,0.0693,0.7332,0.2864,1.3769,0.2492,0.032,0.1902,0.002092,0.718,0,10,28.08,0.641,1,2908,9.0,5.426,0,30,5807,278411.8,45.83,16,7.92
1786434320370,4099,v1,0.0544,0.7647,0.2451,1.9412,0.9713,0.032,0.2448,0.00226,0.695,1,18,82.58,0.771,1,0,16.569,16.569,0,30,7082,202381.7,91.39,16,8.73
1786434322535,4100,v1,0.0352,0.23,0.1784,1.8678,0.4725,0.032,0.0679,0.001362,0.601,0,34,43.83,0.863,1,0,17.622,17.622,0,30,5846,168146.8,93.71,14,4.76
1786434325041,4101,v1,0.0121,0.9827,0.3666,0.8257,0.4278,0.032,0.2417,0.003746,0.677,1,17,67.12,0.719,1,5509,16.0,1.128,0,30,6329,369457.4,6.04,-1,14.69
1786434327233,4102,v1,0.0476,0.6606,0.1545,1.8794,0.9034,0.032,0.0749,0.003455,0.643,0,6,59.95,0.308,1,1102,5.0,4.474,0,30,6362,211085.2,74.01,15,12.57
1786434329524,4103,v1,0.0641,0.2657,0.4598,2.1887,0.3464,0.032,0.1197,0.001888,0.68,1,27,92.62,0.346,1,0,17.076,17.076,0,30,6232,180780.0,90.28,15,7.61
1786434331381,4104,v1,0.0685,0.8512,0.3712,1.322,0.8375,0.032,0.06,0.001672,0.582,0,30,97.81,0.836,1,0,13.852,13.852,0,30,5927,127067.8,86.55,11,6.33
1786434318436,4105,v1,0.0248,0.332,0.1164,0.957,0.5921,0.032,0.0718,0.00352,0.685,0,19,44.42,0.936,1,403,17.353,16.184,0,30,5879,192887.2,79.49,16,13.18
1786434319977,4106,v1,0.0328,0.2877,0.4574,1.8262,0.8032,0.032,0.0845,0.003136,0.607,1,30,91.61,0.928,1,0,15.984,15.984,0,30,6323,166068.0,88.86,13,11.53
1786434322586,4107,v1,0.0718,0.9809,0.1704,2.2232,0.297,0.032,0.2375,0.001774,0.692,0,16,64.93,0.406,1,1569,15.0,11.706,0,30,6365,264427.2,71.46,16,6.38
1786434324413,4108,v1,0.0144,0.5538,0.1598,2.0011,0.3474,0.032,0.2356,0.003621,0.615,1,25,38.02,0.917,1,911,17.19,14.256,0,30,5814,194158.8,84.56,16,14.41
1786434326090,4109,v1,0.06,0.294,0.4757,1.9393,0.8384,0.032,0.2016,0.00256,0.581,0,24,33.71,0.582,1,0,12.626,12.626,0,30,5609,114021.9,87.66,10,9.84
1786434327975,4110,v1,0.0358,0.2621,0.2912,0.8326,0.2393,0.032,0.1161,0.00295,0.585,1,22,83.39,0.986,1,0,12.215,12.215,0,30,6454,126077.4,90.0,10,10.89
1786434330981,4111,v1,0.0666,0.4297,0.2225,1.8212,0.3264,0.032,0.1324,0.003485,0.605,0,5,34.15,0.69,1,3004,4.0,3.1,0,30,6760,272752.8,47.61,14,12.66
1786434328465,4112,v1,0.0493,0.663,0.312,0.8088,0.9729,0.032,0.2309,0.001488,0.682,0,25,34.66,0.561,1,0,16.754,16.754,0,30,5876,167980.0,89.75,15,6.02
1786434330066,4113,v1,0.0654,0.223,0.3279,2.2126,0.5039,0.032,0.1762,0.003496,0.717,0,21,75.39,0.969,1,0,16.915,16.915,0,30,6210,207994.9,84.33,16,12.95
1786434332468,4114,v1,0.0673,0.4483,0.4869,1.8883,0.4689,0.032,0.2335,0.002483,0.655,0,4,76.4,0.486,1,1712,3.0,2.708,0,30,5918,206594.0,68.03,15,9.87
1786434333816,4115,v1,0.0351,0.5346,0.2492,1.8335,0.6981,0.032,0.2023,0.003675,0.582,1,23,66.84,0.386,1,0,14.152,14.152,0,30,5962,131872.8,88.93,12,13.12
1786434335608,4116,v1,0.0492,0.92,0.1635,1.0934,0.8104,0.032,0.2233,0.003769,0.675,1,21,83.19,0.461,1,0,16.468,16.468,0,30,5749,168668.7,84.12,16,14.09
1786434337084,4117,v1,0.0171,0.4644,0.3916,0.833,0.6898,0.032,0.0781,0.003183,0.678,1,19,37.85,0.369,1,452,16.891,15.54,0,30,5975,199749.5,92.84,17,11.98
1786434339062,4118,v1,0.0254,0.8531,0.3911,0.8703,0.3234,0.032,0.0698,0.002636,0.656,0,29,23.36,0.883,1,608,17.189,15.648,0,30,6399,191607.6,84.98,15,10.33
1786434329645,4119,v1,0.0361,0.6303,0.3118,1.1431,0.8471,0.032,0.222,0.003525,0.638,0,36,22.87,0.551,1,248,18.191,17.402,0,30,5715,163587.6,99.56,15,13.6
1786434331825,4120,v1,0.0325,0.7666,0.3136,2.3334,0.3209,0.032,0.2299,0.00203,0.612,0,34,71.62,0.615,1,0,17.625,17.625,0,30,6368,168680.9,91.0,14,7.49
1786434333389,4121,v1,0.0727,0.8636,0.1072,0.9732,0.4204,0.032,0.0676,0.002179,0.678,0,20,27.29,0.608,1,0,15.627,15.627,0,30,6400,186856.1,89.95,15,8.03
1786434335540,4122,v1,0.0295,0.5585,0.275,1.3415,0.5638,0.032,0.1903,0.002704,0.63,0,9,78.41,0.984,1,0,8.0,8.0,0,30,6708,187167.4,96.0,15,10.06
1786434337155,4123,v1,0.0565,0.8226,0.3625,1.2609,0.828,0.032,0.11,0.002028,0.606,1,33,61.8,0.622,1,0,16.162,16.162,0,30,6861,159068.8,94.11,12,7.7
